start_date,start_time,end_date,end_time,title,locations,description,image_link,link,Related Activities,Response,importance,color,class
3/11/2011,22:00:00,,22:20:00,Confirmed water level was TAF +550,Reactor 1,Confirmed water level in the reactor was TAF+550 mm. Reported it to the authorities at 10:20 pm.,fuelrodsmodel.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/11/2011,23:00:00,,,Confirm increase of radiation dose in T/B,Reactor 1,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/Z6-VnZV2AmM"" frameborder=""0"" allowfullscreen></iframe>
11:00 PM - Because of the influence of increase of dose at R/B, the radiation dose in the T/B increased. (in front of the airlock, north side, 1FL, T/B: 1.2mSv/h - n front of the airlock, south side, 1FL, T/B: 0.5mSv/h)",r1tb.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after report “At 4:36 PM on March 11, Determination and Report of ECCS’s inability to inject water”",【The dose at the work place began to increase】,4,,
3/11/2011,23:50:00,,,Reported 600 kPa abs to PSER,Reactor 1,"11:50PM, at the Main Control Room, Restoration team of PSER connected the battery for the reactor water level gauge to D/W pressure gauge to check the pressure. The pressure indicated was 600kPa abs. Reported that to PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after report “At 4:36 PM on March 11, Determination and Report of ECCS’s inability to inject water”",【D/W pressure began to increase】,3,,
3/11/2011,23:50:00,3/12/2011,0:05:00,Connected battery to D/W pressure gauge and took 600kPa abs reading,Reactor 1,"At the Main Control Room, Restoration team of PSER connected the battery for the reactor water level gauge to D/W pressure gauge to check the pressure. The pressure indicated was 600kPa abs. Reported that to PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,#F87431,
3/12/2011,0:06:00,,0:49:00,Prepare to vent PCF as D/W pressure likely to exceed 600kPa abs,Reactor 1,The General Manager of power station instructed to prepare to vent the Primary Containment Vessel (hereinafter the Vent) as the drywell (hereinafter D/W) pressure was likely to exceed 600kPa abs and there was a possibility to implement the Vent.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/12/2011,0:49:00,,2:47:00,D/W pressure increase,Reactor 1,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/s2K02f7_TpI"" frameborder=""0"" allowfullscreen></iframe>
As D/W pressure was likely to exceed 600kPa abs, it was judged to a specific incident (extraordinary increase of pressure in the Primary Containment Vessel) occurred, based on Article 15, clause 1 of Act on Special Measures Concerning Nuclear Emergency Preparedness.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/12/2011,1:30:00,,,Asked authorities for and Agreed to vent at Reactor 1 and Reactor 2,Reactor 1,"Proposed and obtained agreement to implement the Vent at Reactor 1 and Unit2 to prime minister, minister of economy, trade and industry and Nuclear and Industrial Safety Agency.
At 1:30 AM, we asked for permission to do Vent to Prime Minister, Minister of METI and NISA and got approval. From Headquarters Task Force (HTF), we received instruction We would like you to do Vent by whatever ways to operate the MO valve and AO valve. At 3:00 AM, Minister of METI and we will announce doing Vent. After the announcement, please do Vent.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",,4,,
3/12/2011,1:48:00,,,Diesel Fire Pump found stopped due to defects unable to restore,Reactor 1,"At 1:48, an Operator found D/D FP was stopped which had been on stand by to inject water into the RPV. In order to start the D/D FP again, diesel fuel was carried to the pump and fueled manually and batteries stored at an office of on-site contractor was carried and replaced but the pump did not work.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Starting Consideration for Connecting Water Injection Line from Fire Engine to Fire Protection Line at 1:48 on March 12,【Diesel Driven Fire Pump (D/D FP)】,3,,
3/12/2011,2:24:00,,,PSER sets 17 minute work time due to atmospheric radiation of 300 mSv/h,Reactor 1,"PSER received the evaluation result of work time at the field site to do Vent. If the atmospheric radiation is 300mSv/h, we have 17 minutes of work time under the radiation limit for emergency response (100mSv/h) (the air in the self-contained breathing apparatus lasts 20 minutes. Need to take iodine tablets.)",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,6,,
3/12/2011,2:30:00,,,D/W pressure reached 840kPa abs,Reactor 1,"D/W pressure reached 840kPa abs（the maximum operation pressure = 427kPa gauge※）
※528.3kPa abs（＝427kPa gage＋101.3kPa）",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,3,,
3/12/2011,2:40:00,,,Reactor pressure 0.8 MPa,Reactor 1,Reactor pressure was 0.8 MPa at 2:4,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Starting Consideration for Connecting Water Injection Line from Fire Engine to Fire Protection Line at 1:48 on March 12,【Preparation for Water Injection from Fire Engine】,3,,
3/12/2011,2:55:00,,,Vent Reactor 1,Reactor 1,"At 2:55 AM, on March 12, we could confirm operation of RCIC. We decided to prioritize opening the vent valve (“Vent”) for Reactor 1. We proceeded with Vent of Reactor 1. At the same time, we continued monitoring parameters of Reactor 2.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after report “At 4:36 PM on March 11, Determination and Report of ECCS’s inability to inject water”",,5,#7D2252,
3/12/2011,3:45:00,,4:30:00,Opened airlock to R/B,Reactor 1,"HTF made the evaluation on exposure dose at the surrounding areas at the time of Vent and shared with the power station. At the power station, in order to measure dose in the R/B, we opened the airlock. As we saw white gaseous substance, we instantaneously closed the airlock. We couldn’t conduct dose measurement.",R1crosssection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,6,#F87431,
3/12/2011,3:45:00,,,Found white gas substance in R/B airlock,Reactor 1,"HTF made the evaluation on exposure dose at the surrounding areas at the time of Vent and shared with the power station. At the power station, in order to measure dose in the R/B, we opened the airlock. As we saw white gaseous substance, we instantaneously closed the airlock. We couldn’t conduct dose measurement.

At the Main Control Room, in preparation for Vent, we repeatedly confirmed the sequence of operation of valves, location of valves in Torus Room, height of valves etc. We collected as many equipments as possible required for the work. Those are fire fighting garments, self-contained breathing apparatus, APD, survey meter and flashlights.
",R1crosssection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,4,,
3/12/2011,4:30:00,,,Operations stopped at field site,Reactor 1,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/m5vF-pKVMcU"" frameborder=""0"" allowfullscreen></iframe>
At 4:30 AM, because of the risk of tsunami by aftershocks, PSER instructed the Main Control Room to prohibit operation at the field site.",connectpowercables.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,5,,
3/12/2011,4:45:00,,4:50:00,APDs and full face masks delivered to Main Control Room,Reactor 1,"At 4:45 AM, PSER delivered APDs (set at 100mSv) and full face masks to the Main Control Room.",gearup.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,2,,
3/12/2011,4:50:00,,,Contaminated worker returns to anti-earthquake building,Reactor 1,"When a worker returned to the main anti-earthquake building was contaminated, we decided to equip, from the entrance of the main anti-earthquake building, full face mask + charcoal filter + B garment, C garment or coverall when we go to the field site.",testingworker.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,8,#F87431,
3/12/2011,4:50:00,,5:00:00,Ordered Radioactive Gear Worn,Reactor 1,"At 4:50 AM, as the worker returned to the main anti-earthquake building was contaminated, we decided to equip, from the entrance of the main anti-earthquake building, “full face mask + charcoal filter + B garment, C garment or coverall” when we go to the field site",wearprotect.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,4,,
3/12/2011,5:00:00,,,Main Control Room was instructed to wear full face mask + charcoal filter + B garment and move to Reactor 2 side,Reactor 1,"When a worker returned to the main anti-earthquake building was contaminated, we decided to equip, from the entrance of the main anti-earthquake building, full face mask + charcoal filter + B garment, C garment or coverall when we go to the field site.",mcraftertsunami.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,7,,
3/12/2011,5:46:00,,,Additional fire engine arrives to site,Reactor 1,"A fire engine in the garage moved to Reactor 1. At first, the fire engine pumped up water at the fire protection tank then drove close to the reactor building and injected water through FP line, this operation was repeated because it was considered the elevation at the fire protection tank was too low and the discharge pressure of the pump in the fire engine was not enough. It took significant amount of time to drive the fire engine carefully under the half-collapsed building.
It took time to go back and forth the fire engine between the fire protection tank and the reactor building, after some trial and error, continuous water injection started by using a horse equipped on the fire engine to directly connect the fire protection tank and the fire protection line to the RPV.
Additional fire engine arrived to the site and this one was used to transport freshwater from the fire protection tank at Reactor 3 to the fire protection tank at Reactor 1 repeatedly. The fire protection tank had room for only one horse, so water injection to the RPV had to be suspended when the second fire engine came to replenish the water in the tank.",fireengineseawater.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Prepare/Continue Freshwater Injection】,2,,
3/12/2011,6:33:00,,,Confirmed planned evacuation from Okuma to Miyakoji,Reactor 1,"At 6:33 AM，as to the status of evacuation at surrounding areas, we confirmed that residents are planning to move from Okuma town to Miyakoji.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,1,,
3/12/2011,6:50:00,,,METI order to manual Vent,Reactor 1,"There was an order of The Minister of Economy, Trade and Industry to implement the Vent based on the laws and ordinances (manual Vent).",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,,
3/12/2011,8:03:00,,,3 two-person teams formed,Reactor 1,"At the Main Control Room, we formed three teams, two persons for each (Chief shift operator and deputy chief shift operator) because of the following reasons: (i) it is impossible to work by one person because of complete darkness (ii) the high anticipated dose and (iii) may need to return because of the aftershock.",lostgauges.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/12/2011,8:03:00,,,Station Chief instructed to target 9 AM Vent of Reactor 1,Reactor 1,The General Manager of the power station instructed to aim to implement the Vent at 9 am.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/12/2011,8:03:00,,,Confirmed evacuation status,Reactor 1,"8:03 AM, Station Chief instructed to target 9 AM to do Vent for Reactor 1.  
At the Main Control Room, we formed three teams, two persons for each (Chief shift operator and deputy chief shift operator) because of the following reasons: 
(i)	it is impossible to work by one person because of complete darkness 
(ii)	the high anticipated dose and 
(iii)	may need to return because of the aftershock.

We confirmed the status of evacuation by residents
",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,1,,
3/12/2011,8:37:00,,9:53:00,Coordinated with Fukushima Prefecture with to vent after evacuation over,Reactor 1,At 8:37 we notified Fukushima prefecture that we are preparing for the commencement of Vent from 9:00 AM. We coordinated to Vent after evacuation is over.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【continue confirmation of Vent procedures】,4,,
3/12/2011,9:04:00,,,First team departed to open the PCV vent valve,Reactor 1,"At 9:04 in order to open PCV vent valve, two shift operators went to the field site. They were equipped with fire fighting garment, self-contained breathing apparatus and APD. 
As the electricity was lost, the field sites in R/B and T/B were in complete darkness. They departed with flashlights.  As there was no communication channel with the field site, we decided to dispatch teams to the field site one by one. 
After one team returned to the Main Control Room, the next team departed.  The first team departed the Main Control Room to the field site to open the PCV vent valve (MO valve).
",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Open PCV vent valve (MO valve)】,3,,
3/12/2011,9:05:00,,9:15:00,Announced Vent implementation,Reactor 1,Announcement of implementation of the Vent,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,5,#F87431,
3/12/2011,9:15:00,,9:24:00,Opened to 25% - Exposure dose was 25 mSv,Reactor 1,"At 9:15 AM, opened to 25% per the operation procedure and returned to the Main Control Room. The exposure dose was 25mSv.",workinside.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Open PCV vent valve (MO valve)】,9,,
3/12/2011,9:15:00,,9:30:00,Manually opened MO vent valve of PCV,Reactor 1,Manually opened the vent valve (MO valve) of Primary Containment Vessel (hereinafter ”PCV”),,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,5,#F87431,
3/12/2011,9:24:00,,9:30:00,Team 2 departs MCR to Torus Room - dose increased and risk of exceeding the dose limit (100 mSv),Reactor 1,"At 9:24 AM, in order to open the S/C vent valve (AO valve) – small, team 2 departed the Main Control Room to Torus Room. During the way, dose increased and as there was a risk to exceed the dose limit, 100mSv,",R1crosssection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【open the S/C vent valve (AO valve) - small】,8,,
3/12/2011,9:30:00,,10:17:00,Gave up operation of vent valve of suppression chamber due to high radiation,Reactor 1,"An operation of the vent valve (A/O valve) of the suppression chamber (hereinafter S/C) was tried but given up due to high radioactive dose.  As we could not open the S/C vent valve (AO valve) – small at the field site, the PSER began considering the location to connect the temporary air compressor (to 11:00 AM). Also, PSER instructed the Main Control Room to open the S/C vent valve (AO valve) – small by remote operation hoping for the residual air pressure in the I&C compressed air line.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,8,#F87431,
3/12/2011,9:30:00,,10:17:00,Team 2 returns to MCR - Gave up work by Team 3,Reactor 1,"Team returned to the Main Control Room.
As the dose was high, we gave up the work by team 3. We reported to the PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,8,#F87431,
3/12/2011,9:30:00,,,Reported failure to open A/O valve and increased radiation dose to PSER,Reactor 1,"At 9:30 AM, team returned to the Main Control Room.
As the dose was high, we gave up the work by team 3. We reported to the PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【open the S/C vent valve (AO valve) - small】,3,,
3/12/2011,10:17:00,,10:23:00,Did first remote opening,Reactor 1,"did the first remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,10:17:00,,11:15:00,S/C vent valve opened in central control room,Reactor 1,S/C vent valve (AO valve) was opened in the central control room (with expectation of residual pressure of instrumentation air system).,R1crosssection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,10:17:00,,10:23:00,Uncertain whether first remote opening opened valve,Reactor 1,"At 10:17 AM did the first remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【remote opening of the vent valve (AO valve) – small (hoping for the residual air pressure in the I&C compressed air line)，reading at monitoring posts (“MP”) became higher】,3,,
3/12/2011,10:23:00,,10:24:00,Did second remote opening,Reactor 1,"Did the second remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,10:23:00,,10:24:00,Uncertain whether second remote opening opened valve,Reactor 1,"At 10:23 AM，did the second remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【remote opening of the vent valve (AO valve) – small (hoping for the residual air pressure in the I&C compressed air line)，reading at monitoring posts (“MP”) became higher】,3,,
